,rainfall,temperature,fixedDate
84,2.1999999999999997,28.333333333333332,2014-03-26
85,1.8666666666666665,28.833333333333332,2014-03-27
86,0.13333333333333333,28.76666666666667,2014-03-28
87,2.733333333333333,28.400000000000002,2014-03-29
88,2.533333333333333,28.633333333333336,2014-03-30
89,0.0,28.833333333333332,2014-03-31
90,1.4000000000000001,28.366666666666664,2014-04-01
91,2.6,28.766666666666666,2014-04-02
92,0.0,29.400000000000002,2014-04-03
93,0.06666666666666667,28.366666666666664,2014-04-04
94,27.799999999999997,26.46666666666667,2014-04-05
95,0.26666666666666666,28.366666666666664,2014-04-06
96,3.3333333333333335,28.833333333333332,2014-04-07
97,2.4,27.933333333333334,2014-04-08
98,4.066666666666667,27.833333333333332,2014-04-09
99,3.6,27.899999999999995,2014-04-10
100,5.666666666666667,27.833333333333332,2014-04-11
101,5.3999999999999995,26.96666666666667,2014-04-12
102,1.8,28.433333333333334,2014-04-13
103,4.0,28.333333333333332,2014-04-14
104,0.13333333333333333,28.46666666666667,2014-04-15
105,7.133333333333333,28.400000000000002,2014-04-16
106,11.066666666666668,28.233333333333334,2014-04-17
107,2.266666666666667,28.0,2014-04-18
108,0.0,28.899999999999995,2014-04-19
109,0.3333333333333333,28.133333333333336,2014-04-20
110,3.733333333333333,26.86666666666667,2014-04-21
111,6.8,27.766666666666666,2014-04-22
112,2.733333333333333,28.366666666666664,2014-04-23
113,6.533333333333334,28.3,2014-04-24
114,6.6000000000000005,28.5,2014-04-25
115,0.0,28.833333333333332,2014-04-26
116,1.3333333333333333,28.53333333333333,2014-04-27
117,2.3333333333333335,28.766666666666666,2014-04-28
118,10.933333333333332,28.46666666666667,2014-04-29
119,4.466666666666667,28.5,2014-04-30
120,1.2,28.399999999999995,2014-05-01
121,0.0,29.666666666666668,2014-05-02
122,0.7333333333333334,29.5,2014-05-03
123,0.4666666666666666,29.366666666666664,2014-05-04
124,0.7999999999999999,29.366666666666664,2014-05-05
125,1.0,29.533333333333335,2014-05-06
126,13.933333333333332,28.099999999999998,2014-05-07
127,17.6,27.399999999999995,2014-05-08
128,0.5333333333333333,28.900000000000002,2014-05-09
129,0.0,29.933333333333334,2014-05-10
130,0.0,28.833333333333332,2014-05-11
131,3.466666666666667,28.266666666666666,2014-05-12
132,0.0,29.333333333333332,2014-05-13
133,5.133333333333334,28.333333333333332,2014-05-14
134,4.066666666666666,29.599999999999998,2014-05-15
135,37.13333333333333,28.53333333333333,2014-05-16
136,12.933333333333332,28.7,2014-05-17
137,11.933333333333332,26.866666666666664,2014-05-18
138,9.133333333333335,27.366666666666664,2014-05-19
139,5.533333333333334,27.633333333333336,2014-05-20
140,3.6666666666666665,27.866666666666664,2014-05-21
141,0.6666666666666666,28.899999999999995,2014-05-22
142,18.599999999999998,27.166666666666668,2014-05-23
143,0.0,28.53333333333333,2014-05-24
144,0.06666666666666667,29.400000000000002,2014-05-25
145,5.733333333333334,28.433333333333334,2014-05-26
146,3.066666666666667,28.0,2014-05-27
147,6.733333333333333,28.76666666666667,2014-05-28
148,6.133333333333334,28.833333333333332,2014-05-29
149,9.933333333333334,27.900000000000002,2014-05-30
150,0.26666666666666666,29.166666666666668,2014-05-31
151,8.733333333333333,28.433333333333334,2014-06-01
152,0.0,28.900000000000002,2014-06-02
153,1.4000000000000001,29.46666666666667,2014-06-03
154,7.266666666666667,27.866666666666664,2014-06-04
155,13.533333333333333,27.0,2014-06-05
156,13.133333333333335,27.366666666666664,2014-06-06
157,0.0,28.933333333333334,2014-06-07
158,0.0,30.0,2014-06-08
159,0.0,29.8,2014-06-09
160,1.5999999999999999,29.46666666666667,2014-06-10
161,0.0,30.166666666666668,2014-06-11
162,13.333333333333334,29.2,2014-06-12
163,0.0,29.933333333333334,2014-06-13
164,16.666666666666668,27.73333333333333,2014-06-14
165,0.13333333333333333,29.53333333333333,2014-06-15
166,0.0,30.266666666666666,2014-06-16
167,0.0,30.46666666666667,2014-06-17
168,8.933333333333332,28.900000000000002,2014-06-18
169,5.8,29.333333333333332,2014-06-19
170,0.0,30.5,2014-06-20
171,0.0,30.8,2014-06-21
172,1.0666666666666667,30.066666666666666,2014-06-22
173,0.0,29.96666666666667,2014-06-23
174,6.3999999999999995,29.599999999999998,2014-06-24
175,10.799999999999999,28.666666666666668,2014-06-25
176,0.6,29.566666666666663,2014-06-26
177,3.8000000000000003,27.766666666666666,2014-06-27
178,0.0,28.899999999999995,2014-06-28
179,7.866666666666667,29.03333333333333,2014-06-29
180,12.6,27.46666666666667,2014-06-30
181,0.0,28.5,2014-07-01
182,0.0,28.866666666666664,2014-07-02
183,0.26666666666666666,28.733333333333334,2014-07-03
184,6.8,28.633333333333336,2014-07-04
185,20.666666666666668,27.766666666666666,2014-07-05
186,0.7333333333333334,28.833333333333332,2014-07-06
187,11.466666666666667,28.46666666666667,2014-07-07
188,19.46666666666667,28.133333333333336,2014-07-08
189,11.0,27.599999999999998,2014-07-09
190,0.6,28.899999999999995,2014-07-10
191,10.933333333333332,28.099999999999998,2014-07-11
192,1.4000000000000001,27.63333333333333,2014-07-12
193,0.0,29.166666666666668,2014-07-13
194,0.0,30.100000000000005,2014-07-14
195,0.0,29.73333333333333,2014-07-15
196,0.0,29.599999999999998,2014-07-16
197,11.866666666666665,28.033333333333335,2014-07-17
198,0.0,29.366666666666664,2014-07-18
199,0.26666666666666666,29.03333333333333,2014-07-19
200,0.0,29.599999999999998,2014-07-20
201,0.0,29.733333333333334,2014-07-21
202,0.0,29.766666666666666,2014-07-22
203,0.0,29.8,2014-07-23
204,0.0,29.7,2014-07-24
205,0.0,29.96666666666667,2014-07-25
206,0.0,30.133333333333336,2014-07-26
207,16.066666666666666,28.266666666666666,2014-07-27
208,0.0,29.166666666666668,2014-07-28
209,23.46666666666667,27.533333333333335,2014-07-29
210,7.0,27.700000000000003,2014-07-30
211,3.1333333333333333,27.733333333333334,2014-07-31
212,2.066666666666667,28.799999999999997,2014-08-01
213,8.200000000000001,28.866666666666664,2014-08-02
214,4.266666666666667,28.633333333333336,2014-08-03
215,0.39999999999999997,29.0,2014-08-04
216,8.0,26.733333333333334,2014-08-05
217,1.5333333333333332,27.799999999999997,2014-08-06
218,4.533333333333333,27.733333333333334,2014-08-07
219,0.6666666666666666,27.900000000000002,2014-08-08
220,0.0,28.86666666666667,2014-08-09
221,2.0,28.2,2014-08-10
222,1.5333333333333332,27.933333333333337,2014-08-11
223,5.666666666666667,26.96666666666667,2014-08-12
224,1.3999999999999997,26.46666666666667,2014-08-13
225,15.4,27.066666666666666,2014-08-14
226,35.4,26.266666666666666,2014-08-15
227,0.0,28.099999999999998,2014-08-16
228,0.0,28.566666666666663,2014-08-17
229,3.466666666666667,28.76666666666667,2014-08-18
230,0.19999999999999998,28.166666666666668,2014-08-19
231,4.466666666666667,28.0,2014-08-20
232,8.533333333333333,27.8,2014-08-21
233,0.19999999999999998,28.666666666666668,2014-08-22
234,2.2666666666666666,28.5,2014-08-23
235,1.5999999999999999,27.5,2014-08-24
236,7.3999999999999995,26.700000000000003,2014-08-25
237,16.0,26.96666666666667,2014-08-26
238,13.333333333333334,26.866666666666664,2014-08-27
239,19.266666666666666,26.599999999999998,2014-08-28
240,14.6,27.033333333333335,2014-08-29
241,0.0,27.46666666666667,2014-08-30
242,1.4666666666666666,28.03333333333333,2014-08-31
243,0.0,29.3,2014-09-01
244,0.0,28.933333333333334,2014-09-02
245,12.866666666666667,26.73333333333333,2014-09-03
246,0.0,28.0,2014-09-04
247,4.066666666666666,28.066666666666666,2014-09-05
248,0.0,27.566666666666666,2014-09-06
249,0.26666666666666666,28.3,2014-09-07
250,0.0,29.133333333333336,2014-09-08
251,0.6,28.433333333333334,2014-09-09
252,1.0666666666666667,29.0,2014-09-10
253,13.866666666666665,27.166666666666668,2014-09-11
254,0.0,28.366666666666664,2014-09-12
255,0.0,29.13333333333333,2014-09-13
256,0.0,29.2,2014-09-14
257,0.0,29.3,2014-09-15
258,0.0,29.3,2014-09-16
259,2.0,29.0,2014-09-17
260,1.8666666666666665,29.2,2014-09-18
261,4.533333333333333,29.03333333333333,2014-09-19
262,16.8,27.7,2014-09-20
263,3.4,28.03333333333333,2014-09-21
264,0.0,29.066666666666663,2014-09-22
265,0.0,29.333333333333332,2014-09-23
266,11.866666666666667,28.733333333333334,2014-09-24
267,16.666666666666668,26.733333333333334,2014-09-25
268,0.0,28.46666666666667,2014-09-26
269,0.0,29.066666666666666,2014-09-27
270,0.0,29.2,2014-09-28
271,0.0,29.3,2014-09-29
272,0.0,29.366666666666664,2014-09-30
273,0.0,29.433333333333334,2014-10-01
274,0.0,29.166666666666668,2014-10-02
275,0.0,29.333333333333332,2014-10-03
276,6.0,27.566666666666663,2014-10-04
277,0.26666666666666666,27.266666666666666,2014-10-05
278,0.0,28.633333333333336,2014-10-06
279,0.06666666666666667,29.3,2014-10-07
280,0.0,29.366666666666664,2014-10-08
281,0.0,29.46666666666667,2014-10-09
282,0.0,29.833333333333332,2014-10-10
283,0.13333333333333333,28.900000000000002,2014-10-11
284,0.06666666666666667,28.466666666666665,2014-10-12
285,0.0,28.866666666666664,2014-10-13
286,10.200000000000001,28.099999999999998,2014-10-14
287,3.533333333333333,28.433333333333334,2014-10-15
288,11.333333333333334,27.933333333333334,2014-10-16
289,7.533333333333334,28.166666666666668,2014-10-17
291,0.0,27.833333333333332,2014-10-19
292,0.0,28.933333333333334,2014-10-20
293,38.06666666666666,26.866666666666664,2014-10-21
294,4.666666666666667,26.233333333333334,2014-10-22
295,0.0,28.233333333333334,2014-10-23
296,0.0,29.066666666666663,2014-10-24
297,0.0,29.433333333333334,2014-10-25
298,0.0,29.3,2014-10-26
299,12.333333333333334,27.76666666666667,2014-10-27
300,10.333333333333334,28.100000000000005,2014-10-28
301,0.0,29.366666666666664,2014-10-29
302,8.866666666666667,28.566666666666666,2014-10-30
303,11.733333333333334,27.766666666666666,2014-10-31
304,2.0,28.333333333333332,2014-11-01
305,0.8666666666666667,29.266666666666666,2014-11-02
306,0.0,29.833333333333332,2014-11-03
307,1.2666666666666666,29.966666666666665,2014-11-04
308,9.266666666666667,27.766666666666666,2014-11-05
309,11.066666666666668,26.400000000000002,2014-11-06
310,4.6000000000000005,26.933333333333334,2014-11-07
311,40.800000000000004,27.366666666666664,2014-11-08
312,11.6,27.53333333333333,2014-11-09
313,8.933333333333332,27.266666666666666,2014-11-10
314,9.066666666666666,26.53333333333333,2014-11-11
315,16.666666666666668,27.03333333333333,2014-11-12
316,39.53333333333334,27.099999999999998,2014-11-13
317,3.8666666666666667,27.599999999999998,2014-11-14
318,5.0,27.166666666666668,2014-11-15
319,11.466666666666667,26.599999999999998,2014-11-16
320,13.666666666666666,26.433333333333334,2014-11-17
321,5.3999999999999995,25.566666666666666,2014-11-18
322,0.0,27.599999999999998,2014-11-19
323,5.466666666666666,27.433333333333337,2014-11-20
324,0.13333333333333333,27.46666666666667,2014-11-21
325,1.6666666666666667,27.900000000000002,2014-11-22
326,27.333333333333332,27.233333333333334,2014-11-23
327,1.7333333333333334,27.366666666666664,2014-11-24
328,3.3333333333333335,27.666666666666668,2014-11-25
329,32.53333333333334,27.166666666666668,2014-11-26
330,4.133333333333334,27.599999999999998,2014-11-27
331,9.4,27.866666666666664,2014-11-28
332,16.8,26.366666666666664,2014-11-29
333,0.0,27.866666666666664,2014-11-30
334,18.799999999999997,26.5,2014-12-01
335,0.0,28.066666666666666,2014-12-02
336,0.0,28.933333333333334,2014-12-03
337,40.46666666666667,26.066666666666663,2014-12-04
338,0.0,28.2,2014-12-05
339,12.799999999999999,27.0,2014-12-06
340,16.866666666666667,26.96666666666667,2014-12-07
341,0.06666666666666667,27.099999999999998,2014-12-08
342,0.0,28.03333333333333,2014-12-09
343,0.6,28.3,2014-12-10
344,1.3333333333333333,27.666666666666668,2014-12-11
345,6.933333333333334,27.96666666666667,2014-12-12
346,12.933333333333335,27.766666666666666,2014-12-13
347,2.8000000000000003,28.299999999999997,2014-12-14
348,0.06666666666666667,27.933333333333334,2014-12-15
349,2.3333333333333335,26.86666666666667,2014-12-16
350,44.06666666666667,26.2,2014-12-17
351,1.866666666666667,27.433333333333334,2014-12-18
352,20.466666666666665,25.133333333333336,2014-12-19
353,2.4,26.866666666666664,2014-12-20
354,2.6,27.03333333333333,2014-12-21
355,0.39999999999999997,26.8,2014-12-22
356,0.39999999999999997,26.266666666666666,2014-12-23
357,1.5999999999999999,26.633333333333336,2014-12-24
358,12.200000000000001,27.2,2014-12-25
359,37.8,25.233333333333334,2014-12-26
360,16.333333333333332,25.833333333333332,2014-12-27
361,1.3333333333333333,26.233333333333334,2014-12-28
362,2.6,25.7,2014-12-29
363,0.0,25.333333333333332,2014-12-30
364,0.0,26.3,2014-12-31
365,0.3333333333333333,25.900000000000002,2015-01-01
366,0.0,26.833333333333332,2015-01-02
367,0.20000000000000004,27.133333333333336,2015-01-03
368,0.0,27.7,2015-01-04
369,0.0,27.833333333333332,2015-01-05
370,22.2,26.76666666666667,2015-01-06
371,7.733333333333333,26.5,2015-01-07
372,5.133333333333334,25.833333333333332,2015-01-08
373,1.4666666666666668,25.03333333333333,2015-01-09
374,12.533333333333333,26.166666666666668,2015-01-10
375,7.666666666666667,26.599999999999998,2015-01-11
376,0.06666666666666667,27.366666666666664,2015-01-12
377,0.0,27.5,2015-01-13
378,0.06666666666666667,27.5,2015-01-14
379,0.0,27.399999999999995,2015-01-15
380,0.0,27.100000000000005,2015-01-16
381,0.0,26.96666666666667,2015-01-17
382,0.0,26.8,2015-01-18
383,1.0666666666666667,26.866666666666664,2015-01-19
384,0.0,26.900000000000002,2015-01-20
385,9.733333333333333,26.5,2015-01-21
386,0.0,26.966666666666665,2015-01-22
387,0.0,26.633333333333336,2015-01-23
388,7.466666666666666,26.8,2015-01-24
389,5.333333333333333,26.766666666666666,2015-01-25
390,0.0,26.933333333333334,2015-01-26
391,0.0,27.2,2015-01-27
392,0.26666666666666666,27.166666666666668,2015-01-28
393,0.0,26.633333333333336,2015-01-29
394,0.39999999999999997,26.733333333333334,2015-01-30
395,0.0,27.2,2015-01-31
396,0.0,26.566666666666666,2015-02-01
397,2.8000000000000003,25.96666666666667,2015-02-02
398,0.13333333333333333,26.0,2015-02-03
399,1.6666666666666667,25.666666666666668,2015-02-04
400,0.19999999999999998,26.8,2015-02-05
401,15.733333333333334,25.833333333333332,2015-02-06
402,0.06666666666666667,26.46666666666667,2015-02-07
403,0.0,26.5,2015-02-08
404,0.0,26.76666666666667,2015-02-09
409,0.0,26.833333333333332,2015-02-14
410,0.0,27.200000000000003,2015-02-15
411,0.0,27.566666666666666,2015-02-16
412,0.0,27.599999999999998,2015-02-17
413,8.066666666666666,27.333333333333332,2015-02-18
414,16.666666666666668,26.433333333333337,2015-02-19
415,0.0,27.5,2015-02-20
416,0.0,27.399999999999995,2015-02-21
417,0.0,27.333333333333332,2015-02-22
418,13.4,27.53333333333333,2015-02-23
419,0.0,27.366666666666664,2015-02-24
420,0.5333333333333333,27.433333333333334,2015-02-25
421,0.06666666666666667,27.466666666666665,2015-02-26
422,0.0,27.933333333333334,2015-02-27
423,0.0,28.46666666666667,2015-02-28
424,0.19999999999999998,28.166666666666668,2015-03-01
425,5.3999999999999995,27.5,2015-03-02
426,0.0,28.066666666666666,2015-03-03
427,19.866666666666667,27.633333333333336,2015-03-04
428,0.0,27.933333333333337,2015-03-05
429,0.0,27.866666666666664,2015-03-06
430,0.0,28.46666666666667,2015-03-07
431,0.13333333333333333,28.166666666666668,2015-03-08
432,28.066666666666666,27.7,2015-03-09
433,0.0,27.899999999999995,2015-03-10
434,21.53333333333333,25.566666666666666,2015-03-11
435,0.0,27.333333333333332,2015-03-12
436,0.0,27.633333333333336,2015-03-13
437,1.6666666666666667,27.833333333333332,2015-03-14
438,14.799999999999999,27.46666666666667,2015-03-15
439,2.6,27.933333333333334,2015-03-16
440,0.6666666666666666,28.3,2015-03-17
441,0.0,28.433333333333337,2015-03-18
442,9.6,28.366666666666664,2015-03-19
443,0.06666666666666667,28.633333333333336,2015-03-20
444,7.133333333333333,28.399999999999995,2015-03-21
445,25.000000000000004,27.23333333333333,2015-03-22
446,0.0,28.46666666666667,2015-03-23
447,0.0,28.333333333333332,2015-03-24
448,0.0,29.066666666666666,2015-03-25
449,0.26666666666666666,28.733333333333334,2015-03-26
450,0.0,28.866666666666664,2015-03-27
451,8.4,28.2,2015-03-28
452,17.26666666666667,26.73333333333333,2015-03-29
453,0.0,28.599999999999998,2015-03-30
454,18.866666666666667,27.53333333333333,2015-03-31
455,12.800000000000002,26.96666666666667,2015-04-01
456,16.866666666666664,26.833333333333332,2015-04-02
457,0.06666666666666667,27.73333333333333,2015-04-03
458,5.466666666666666,28.7,2015-04-04
459,13.800000000000002,27.7,2015-04-05
460,0.8666666666666667,28.5,2015-04-06
461,10.133333333333333,28.733333333333334,2015-04-07
462,0.26666666666666666,29.0,2015-04-08
463,0.0,29.099999999999998,2015-04-09
464,0.26666666666666666,29.26666666666667,2015-04-10
465,14.666666666666666,27.7,2015-04-11
466,0.3333333333333333,28.233333333333334,2015-04-12
467,0.0,29.0,2015-04-13
468,0.0,29.233333333333334,2015-04-14
469,8.066666666666666,28.8,2015-04-15
470,0.06666666666666667,29.599999999999998,2015-04-16
471,0.39999999999999997,29.166666666666668,2015-04-17
472,0.06666666666666667,29.36666666666667,2015-04-18
473,19.2,28.166666666666668,2015-04-19
474,0.0,28.73333333333333,2015-04-20
475,7.3999999999999995,27.96666666666667,2015-04-21
476,6.2,28.26666666666667,2015-04-22
477,4.933333333333334,28.400000000000002,2015-04-23
478,18.133333333333333,27.866666666666664,2015-04-24
479,12.0,27.733333333333334,2015-04-25
480,14.333333333333334,27.599999999999998,2015-04-26
481,3.9333333333333336,27.7,2015-04-27
482,20.0,27.766666666666666,2015-04-28
483,0.0,28.566666666666666,2015-04-29
484,2.2,27.599999999999998,2015-04-30
485,0.0,27.96666666666667,2015-05-01
486,5.533333333333332,28.0,2015-05-02
487,36.666666666666664,26.96666666666667,2015-05-03
488,1.6666666666666667,27.73333333333333,2015-05-04
489,0.8666666666666667,28.566666666666666,2015-05-05
490,1.2666666666666666,28.766666666666666,2015-05-06
491,4.466666666666666,29.166666666666668,2015-05-07
492,9.066666666666666,28.566666666666666,2015-05-08
493,0.0,29.3,2015-05-09
494,0.0,29.73333333333333,2015-05-10
495,0.0,30.233333333333334,2015-05-11
496,1.0,29.566666666666666,2015-05-12
497,0.0,29.26666666666667,2015-05-13
498,12.266666666666666,29.0,2015-05-14
499,11.666666666666666,27.166666666666668,2015-05-15
500,7.6000000000000005,28.299999999999997,2015-05-16
501,0.0,29.166666666666668,2015-05-17
502,13.133333333333333,28.433333333333334,2015-05-18
503,0.0,29.53333333333333,2015-05-19
504,2.3333333333333335,29.0,2015-05-20
505,0.0,29.433333333333334,2015-05-21
506,0.39999999999999997,29.066666666666666,2015-05-22
507,7.466666666666668,27.03333333333333,2015-05-23
508,0.0,28.833333333333332,2015-05-24
509,0.8666666666666667,28.733333333333334,2015-05-25
510,4.0,28.73333333333333,2015-05-26
511,0.6666666666666666,28.36666666666667,2015-05-27
512,0.0,29.2,2015-05-28
513,0.0,30.2,2015-05-29
514,0.0,30.133333333333336,2015-05-30
515,0.6,29.633333333333336,2015-05-31
516,0.0,29.5,2015-06-01
517,1.0666666666666667,29.5,2015-06-02
518,0.0,29.0,2015-06-03
519,1.0,29.46666666666667,2015-06-04
520,0.0,29.2,2015-06-05
521,15.466666666666669,27.8,2015-06-06
522,13.200000000000001,28.03333333333333,2015-06-07
523,1.1333333333333335,28.46666666666667,2015-06-08
524,1.2,28.03333333333333,2015-06-09
525,0.06666666666666667,29.333333333333332,2015-06-10
526,2.4666666666666663,28.566666666666666,2015-06-11
527,9.066666666666666,26.96666666666667,2015-06-12
528,0.06666666666666667,28.2,2015-06-13
529,15.866666666666665,26.733333333333334,2015-06-14
530,1.2666666666666666,28.03333333333333,2015-06-15
531,5.666666666666667,27.400000000000002,2015-06-16
532,0.26666666666666666,28.366666666666664,2015-06-17
533,0.0,29.53333333333333,2015-06-18
534,0.0,29.433333333333337,2015-06-19
535,0.0,29.833333333333332,2015-06-20
536,0.0,30.099999999999998,2015-06-21
537,0.0,30.2,2015-06-22
538,0.0,30.099999999999998,2015-06-23
539,0.3333333333333333,29.933333333333334,2015-06-24
540,0.0,29.899999999999995,2015-06-25
541,0.0,29.766666666666666,2015-06-26
542,0.0,29.933333333333337,2015-06-27
543,4.6000000000000005,29.766666666666666,2015-06-28
544,0.0,30.0,2015-06-29
545,0.0,29.900000000000002,2015-06-30
546,9.733333333333333,28.5,2015-07-01
547,0.0,29.233333333333334,2015-07-02
548,0.7333333333333334,29.46666666666667,2015-07-03
549,24.73333333333333,27.433333333333337,2015-07-04
550,0.0,29.399999999999995,2015-07-05
551,0.19999999999999998,29.53333333333333,2015-07-06
552,0.9333333333333332,29.46666666666667,2015-07-07
553,16.133333333333333,28.633333333333336,2015-07-08
554,0.5333333333333333,29.400000000000002,2015-07-09
555,12.133333333333335,28.96666666666667,2015-07-10
556,2.6666666666666665,29.5,2015-07-11
557,0.3333333333333333,29.5,2015-07-12
558,0.20000000000000004,29.400000000000002,2015-07-13
559,24.46666666666667,28.433333333333334,2015-07-14
560,0.0,29.400000000000002,2015-07-15
561,0.5333333333333333,29.433333333333337,2015-07-16
562,6.333333333333333,29.100000000000005,2015-07-17
563,0.13333333333333333,29.666666666666668,2015-07-18
564,0.06666666666666667,29.633333333333336,2015-07-19
565,0.0,29.53333333333333,2015-07-20
566,0.26666666666666666,29.666666666666668,2015-07-21
567,0.0,29.833333333333332,2015-07-22
568,0.19999999999999998,29.400000000000002,2015-07-23
569,0.0,29.2,2015-07-24
570,0.0,29.5,2015-07-25
571,1.6666666666666667,28.53333333333333,2015-07-26
572,0.26666666666666666,29.03333333333333,2015-07-27
573,0.3333333333333333,28.7,2015-07-28
574,0.0,29.266666666666666,2015-07-29
575,0.0,29.333333333333332,2015-07-30
576,6.933333333333333,27.46666666666667,2015-07-31
577,0.8666666666666667,26.73333333333333,2015-08-01
578,0.0,28.7,2015-08-02
579,27.266666666666666,26.333333333333332,2015-08-03
580,26.599999999999998,27.066666666666666,2015-08-04
581,0.0,28.733333333333334,2015-08-05
582,10.4,27.133333333333336,2015-08-06
583,18.266666666666666,27.166666666666668,2015-08-07
584,13.133333333333333,28.233333333333334,2015-08-08
585,11.133333333333333,27.46666666666667,2015-08-09
586,0.3333333333333333,29.03333333333333,2015-08-10
587,2.1999999999999997,28.566666666666666,2015-08-11
588,22.666666666666668,26.566666666666666,2015-08-12
589,0.0,28.399999999999995,2015-08-13
590,0.0,29.233333333333334,2015-08-14
591,0.0,29.233333333333334,2015-08-15
592,0.06666666666666667,28.900000000000002,2015-08-16
593,0.26666666666666666,28.8,2015-08-17
594,0.0,29.166666666666668,2015-08-18
595,0.0,29.166666666666668,2015-08-19
596,0.0,29.333333333333332,2015-08-20
597,7.466666666666666,28.53333333333333,2015-08-21
598,0.0,29.099999999999998,2015-08-22
599,0.0,29.03333333333333,2015-08-23
600,0.0,28.933333333333334,2015-08-24
601,18.466666666666665,28.099999999999998,2015-08-25
602,0.06666666666666667,28.833333333333332,2015-08-26
603,0.0,28.866666666666664,2015-08-27
604,0.0,29.03333333333333,2015-08-28
605,0.0,29.7,2015-08-29
606,0.4666666666666666,29.266666666666666,2015-08-30
607,0.0,29.366666666666664,2015-08-31
608,0.0,29.333333333333332,2015-09-01
609,0.0,29.36666666666667,2015-09-02
610,0.0,29.333333333333332,2015-09-03
611,21.46666666666667,28.766666666666666,2015-09-04
612,0.0,29.266666666666666,2015-09-05
613,0.0,29.26666666666667,2015-09-06
614,0.0,29.0,2015-09-07
615,0.0,29.100000000000005,2015-09-08
616,10.533333333333333,26.96666666666667,2015-09-09
617,0.0,27.633333333333336,2015-09-10
618,0.0,28.933333333333334,2015-09-11
619,0.0,28.73333333333333,2015-09-12
620,0.0,29.066666666666663,2015-09-13
621,0.3333333333333333,28.733333333333334,2015-09-14
622,40.0,26.566666666666666,2015-09-15
623,10.933333333333332,27.566666666666666,2015-09-16
624,0.0,28.96666666666667,2015-09-17
625,0.0,29.066666666666666,2015-09-18
